"CUST_ID","LAST_NAME","FIRST_NAME","STREET_ADDRESS","POSTAL_CODE","CITY_ID","CITY","STATE_PROVINCE_ID","STATE_PROVINCE","COUNTRY_ID","COUNTRY","CONTINENT_ID","CONTINENT","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","EMAIL","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","PROMOTION_RESPONSE","RENT_OWN","SEG","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_CUSTOMER","YRS_RESIDENCE","ADDRESS_POINT","COUNTRY_CODE","USERNAME"
3059,"Mehul","Madhu","","",88689,"Cuidad Labor",1110,"Distrito Federal",101,"Mexico",11,"North America",22,1,558,"LessThanHS","Madhu.Mehul@oraclemail.com","No","Female",3,34108,"B: 30,000 - 49,999",0,"Business",0,"M",0,1,0,"Unknown",0,"Rent",3,1,1,5,1,oracle.sql.STRUCT@2512a3e0,"MX","guest4553"
3060,"Ayers","Susane","","",76306,"San Francisco Tetetla",1110,"Distrito Federal",101,"Mexico",11,"North America",29,11,306,"Masters","Susane.Ayers@oraclemail.com","No","Female",4,55305,"C: 50,000 - 69,999",0,"Professional",4,"M",0,1,0,"Unknown",0,"Rent",3,4,1,3,2,oracle.sql.STRUCT@750c7bd1,"MX","guest3692"
3061,"Hamada","Hinata","","",74172,"Kanaya",1112,"Tokyo",128,"Japan",16,"Asia",25,7,1162,"Masters","Hinata.Hamada@oraclemail.com","Yes","Female",4,113938,"F: 110,000 - 129,999",1,"Business",1,"M",0,2,0,"Other",0,"Rent",3,2,2,4,2,oracle.sql.STRUCT@239cd13c,"JP","guest4274"
3062,"Pinard","Avalur","","",22934,"Valinhos",1135,"Sao Paulo",112,"Brazil",13,"South America",37,-1,161,"Doctorate","Avalur.Pinard@oraclemail.com","","Female",5,53045,"C: 50,000 - 69,999",3,"Scientific",5,"M",270000,1,2,"Other",0,"Own",3,12,,4,4,oracle.sql.STRUCT@4d356231,"BR","guest3594"
3063,"Gutierrez","Nancy","","",104811,"Florida",1138,"Buenos Aires",158,"Argentina",13,"South America",22,-1,11,"High School","Nancy.Gutierrez@oraclemail.com","","Female",4,45453,"B: 30,000 - 49,999",1,"Clerical",1,"M",0,1,0,"Other",0,"Rent",3,2,,2,2,oracle.sql.STRUCT@7d08c5d4,"AR","guest4177"
3064,"Kui","Min","","",57778,"Nanhengzhao",1047,"Shanghai",151,"China",16,"Asia",36,11,254,"Associates","Min.Kui@oraclemail.com","No","Female",5,58462,"C: 50,000 - 69,999",0,"Professional",2,"M",0,1,0,"Unknown",0,"Rent",3,8,1,4,9,oracle.sql.STRUCT@6b4ceb57,"CN",""
3065,"Yang","Bret","2999 E La Jolla St","92806",49174,"Anaheim",1134,"California",102,"United States",11,"North America",30,8,226,"Masters","Bret.Yang@oraclemail.com","No","Male",4,105381,"E: 90,000 - 109,999",0,"Professional",1,"M",0,2,0,"Unknown",0,"Rent",3,9,2,1,2,oracle.sql.STRUCT@2e1cd233,"US","guest4137"
3066,"Endo","Takumi","","",24869,"Kyuhoji",1084,"Okaska",128,"Japan",16,"Asia",35,6,128,"Doctorate","Takumi.Endo@oraclemail.com","No","Male",5,38847,"B: 30,000 - 49,999",1,"Business",5,"M",330000,1,1,"Dog",0,"Own",3,8,3,1,1,oracle.sql.STRUCT@48de092b,"JP","guest3366"
3067,"Marttila","Avedis","","",38475,"San Miguel",1140,"Lima",152,"Peru",13,"South America",28,4,262,"LessThanHS","Avedis.Marttila@oraclemail.com","No","Female",3,39778,"B: 30,000 - 49,999",0,"Scientific",0,"M",0,2,0,"Unknown",0,"Rent",3,7,3,4,1,oracle.sql.STRUCT@73c34381,"PE","guest2546"
3068,"Blum","Maria","","",108586,"Ban Ton Chuak",1005,"Bangkok",148,"Thailand",16,"Asia",23,0,903,"High School","Maria.Blum@oraclemail.com","No","Female",4,13566,"A: Below 30,000",2,"Professional",4,"M",0,1,0,"Unknown",0,"Rent",3,2,2,3,2,oracle.sql.STRUCT@7f5908fd,"TH","guest2012"
3069,"Rosa","Roosevelt","525 Nw 27th Ave Ste 200","33125",68475,"Miami",1006,"Florida",102,"United States",11,"North America",38,7,21,"LessThanHS","Roosevelt.Rosa@oraclemail.com","No","Male",3,39711,"B: 30,000 - 49,999",0,"Clerical",0,"M",0,2,0,"Unknown",0,"Rent",3,20,5,3,3,oracle.sql.STRUCT@379cd06f,"US","guest2728"
3070,"Gamble","Floyd","2631 N Druid Hills Rd Ne","30303",26684,"Atlanta",1194,"Georgia",102,"United States",11,"North America",34,1,230,"Doctorate","Floyd.Gamble@oraclemail.com","No","Male",5,55891,"C: 50,000 - 69,999",1,"Business",5,"M",270000,2,1,"Dog",0,"Own",3,10,6,4,4,oracle.sql.STRUCT@fb300e6,"US","guest2550"
3071,"Roelofse","Natuche","","",26607,"Ban Ko Rai",1005,"Bangkok",148,"Thailand",16,"Asia",34,-1,413,"Doctorate","Natuche.Roelofse@oraclemail.com","","Female",5,56657,"C: 50,000 - 69,999",3,"Professional",5,"M",310000,2,1,"Other",0,"Own",3,5,,2,2,oracle.sql.STRUCT@660595da,"TH","guest3984"
3072,"Mcintosh","Govindagowda","66 HIGH STREET","DN21 3",55599,"BLYTON",1113,"",129,"United Kingdom",14,"Europe",39,11,48,"LessThanHS","Govindagowda.Mcintosh@oraclemail.com","No","Male",3,23662,"A: Below 30,000",1,"Scientific",3,"M",330000,1,2,"Dog",0,"Own",3,7,3,1,1,oracle.sql.STRUCT@512c6707,"GB","guest2538"
3073,"Langley","Jasmine","3445 Peachtree Rd","30345",26684,"Atlanta",1194,"Georgia",102,"United States",11,"North America",39,8,272,"Associates","Jasmine.Langley@oraclemail.com","No","Female",5,17877,"A: Below 30,000",0,"Sales",2,"M",0,2,0,"Unknown",0,"Rent",3,12,1,3,3,oracle.sql.STRUCT@62dae5,"US","guest3639"
3074,"Gervex","Vasanta","","",14963,"Batamotes",1026,"Neuvo Leon",101,"Mexico",11,"North America",38,4,163,"High School","Vasanta.Gervex@oraclemail.com","No","Male",4,6600,"A: Below 30,000",1,"Skilled",1,"M",290000,2,2,"Dog",0,"Own",3,19,5,3,3,oracle.sql.STRUCT@17415e3f,"MX","guest2098"
3075,"Shefali","Khuraman","","",101109,"Pitimbu",1144,"Pernambuco",112,"Brazil",13,"South America",36,7,57,"LessThanHS","Khuraman.Shefali@oraclemail.com","No","Male",3,18909,"A: Below 30,000",1,"Professional",3,"M",250000,2,2,"Dog",0,"Own",3,12,7,5,5,oracle.sql.STRUCT@5da0a248,"BR","guest4300"
3076,"Howard","Nikki","221 Cole St Ste 831","75201",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",27,-1,176,"Bachelors","Nikki.Howard@oraclemail.com","","Female",3,59120,"C: 50,000 - 69,999",3,"Business",3,"M",0,2,0,"Other",0,"Rent",3,2,,5,1,oracle.sql.STRUCT@6f86f2a4,"US","guest4358"
3077,"Monet","Vardan","","",41485,"Joanico",1030,"Montevideo",142,"Uruguay",13,"South America",22,1,988,"High School","Vardan.Monet@oraclemail.com","No","Male",4,62482,"C: 50,000 - 69,999",1,"Business",1,"M",0,2,0,"Other",0,"Rent",3,3,2,2,2,oracle.sql.STRUCT@7925a843,"UY","guest3603"
3078,"Shi","Mei-Zhen","","",13687,"Xinglongbao",1141,"Liaoning",151,"China",16,"Asia",28,-1,863,"Doctorate","Mei-Zhen.Shi@oraclemail.com","","Female",5,54178,"C: 50,000 - 69,999",3,"Scientific",5,"M",0,2,0,"Other",0,"Rent",3,7,,4,3,oracle.sql.STRUCT@6408a1fe,"CN","guest3341"
3079,"Owens","Luiseach","","",77412,"Barzah",1122,"Western",149,"Saudi Arabia",16,"Asia",30,0,51,"LessThanHS","Luiseach.Owens@oraclemail.com","No","Female",3,21015,"A: Below 30,000",0,"Skilled",0,"M",0,2,0,"Unknown",0,"Rent",3,2,1,5,1,oracle.sql.STRUCT@3c62fdd5,"SA","guest4176"
3080,"Ochoa","Irma","Po Box 8784","23187",87011,"Williamsburg",1028,"Virginia",102,"United States",11,"North America",23,3,510,"Doctorate","Irma.Ochoa@oraclemail.com","No","Female",5,105676,"E: 90,000 - 109,999",0,"Professional",2,"M",0,2,0,"Unknown",0,"Rent",3,2,1,2,3,oracle.sql.STRUCT@64a92b2f,"US","guest4370"
3081,"Pajonk","Armand","","",17444,"Gaiu Mic",1179,"Belgrade",108,"Serbia",14,"Europe",29,9,177,"High School","Armand.Pajonk@oraclemail.com","No","Male",4,19474,"A: Below 30,000",1,"Professional",1,"M",0,2,0,"Other",0,"Rent",3,6,2,3,2,oracle.sql.STRUCT@301af049,"CS","guest2179"
3082,"Romanovros","Nisha","","",61204,"Montreal",1103,"Quebec",161,"Canada",11,"North America",29,9,680,"Masters","Nisha.Romanovros@oraclemail.com","No","Female",4,88602,"D: 70,000 - 89,999",0,"Professional",1,"M",0,2,0,"Unknown",0,"Rent",3,3,1,4,2,oracle.sql.STRUCT@113cb0e5,"CA","guest4006"
3083,"Raviram","Bahumati","","",62258,"Fort-Chambly",1103,"Quebec",161,"Canada",11,"North America",28,11,133,"Associates","Bahumati.Raviram@oraclemail.com","No","Female",5,28923,"A: Below 30,000",0,"Professional",2,"M",0,2,0,"Unknown",0,"Rent",3,4,1,1,3,oracle.sql.STRUCT@3a1b7b42,"CA","guest4139"
3084,"Stiteller","Lothar","GR¿¿WALDER STRASSE","81547",71906,"M¿¿CHEN",1145,"",159,"Germany",14,"Europe",27,5,224,"Doctorate","Lothar.Stiteller@oraclemail.com","No","Male",5,52195,"C: 50,000 - 69,999",3,"Services",5,"M",0,2,0,"Other",0,"Rent",3,3,3,5,3,oracle.sql.STRUCT@17c6df7d,"DE","guest4250"
3085,"Sin","Kwan","","",18100,"Ko-zuna",1181,"Pusan",109,"South Korea",16,"Asia",38,12,368,"Associates","Kwan.Sin@oraclemail.com","No","Male",5,5838,"A: Below 30,000",1,"Clerical",5,"M",270000,2,2,"Dog",0,"Own",3,2,2,4,4,oracle.sql.STRUCT@7039fd74,"KR","guest3253"
3086,"P¿¿ssier","Elise","","",32167,"Senador Canedo",1157,"Goias",112,"Brazil",13,"South America",33,12,233,"Associates","Elise.P¿¿ssier@oraclemail.com","No","Female",5,59568,"C: 50,000 - 69,999",0,"None",2,"M",0,2,0,"Unknown",0,"Rent",3,11,3,4,9,oracle.sql.STRUCT@4f6d00e,"BR","guest3726"
3087,"Padilla","Matt","General Delivery","62626",60871,"Carlinville",1065,"Missouri",102,"United States",11,"North America",31,4,247,"Masters","Matt.Padilla@oraclemail.com","No","Male",4,73536,"D: 70,000 - 89,999",0,"Sales",1,"M",0,1,0,"Unknown",0,"Rent",3,8,6,4,9,oracle.sql.STRUCT@65d67ab9,"US","guest2715"
3088,"Besson","Fatma","4 FRIARY STREET","DE1 1",34267,"DERBY",1040,"",129,"United Kingdom",14,"Europe",35,-1,152,"Doctorate","Fatma.Besson@oraclemail.com","","Female",5,46518,"B: 30,000 - 49,999",3,"Business",5,"M",330000,2,1,"Other",0,"Own",3,2,,1,1,oracle.sql.STRUCT@44ca6c49,"GB","guest4121"
3089,"Sham","Salieva","","",46478,"Kurlish",1074,"Tashkent",117,"Uzbekistan",16,"Asia",32,11,179,"Associates","Salieva.Sham@oraclemail.com","No","Female",5,28903,"A: Below 30,000",0,"Clerical",2,"M",0,2,0,"Unknown",0,"Rent",3,3,3,4,9,oracle.sql.STRUCT@7ba7fbf9,"UZ","guest3307"
3090,"Weirather","Fatimah","","",19792,"Benevides",1073,"Para",112,"Brazil",13,"South America",32,0,249,"LessThanHS","Fatimah.Weirather@oraclemail.com","No","Female",3,56191,"C: 50,000 - 69,999",0,"Labor",0,"M",0,2,0,"Unknown",0,"Rent",3,14,3,3,3,oracle.sql.STRUCT@49632223,"BR","guest4715"
3091,"Gaines","Naomi","175 Derby St Ste 40","02043-4313",67078,"Hingham",1136,"Massachusetts",102,"United States",11,"North America",23,27,94,"Masters","Naomi.Gaines@oraclemail.com","Yes","Female",1,54083,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",5,3,2,5,2,oracle.sql.STRUCT@1f368a04,"US","guest2771"
3092,"Valenzuela","Ilene","10 Commerce Park N ","03110-6905",22942,"Bedford",1136,"Massachusetts",102,"United States",11,"North America",34,2,232,"Masters","Ilene.Valenzuela@oraclemail.com","No","Female",2,55994,"C: 50,000 - 69,999",0,"Business",1,"S",0,1,0,"Unknown",0,"Rent",5,9,3,5,1,oracle.sql.STRUCT@809158f,"US","guest3512"
3093,"Emerson","Kristin","One Centerpointe","90623",10763,"La Palma",1134,"California",102,"United States",11,"North America",33,6,62,"Associates","Kristin.Emerson@oraclemail.com","No","Female",3,12277,"A: Below 30,000",0,"Sales",2,"S",0,1,0,"Unknown",0,"Rent",5,2,2,3,2,oracle.sql.STRUCT@4c355f44,"US","guest2185"
3094,"Wambergue","Moreen","AVENUE CHARLES DAVID","06670",10912,"LEVENS",1002,"",160,"France",14,"Europe",35,2,428,"Doctorate","Moreen.Wambergue@oraclemail.com","No","Female",3,109683,"E: 90,000 - 109,999",0,"Scientific",2,"S",152000,1,1,"Cat",0,"Own",5,3,3,3,4,oracle.sql.STRUCT@1c971edb,"FR","guest2937"
3095,"Hsi","Jung","","",80456,"Caojiatian",1047,"Shanghai",151,"China",16,"Asia",35,2,275,"Associates","Jung.Hsi@oraclemail.com","No","Female",3,52586,"C: 50,000 - 69,999",0,"Business",2,"S",188000,1,1,"Cat",0,"Own",5,11,3,3,1,oracle.sql.STRUCT@37dac1e7,"CN","guest4161"
3096,"Komatsu","Nanami","","",93065,"Ogano",1112,"Tokyo",128,"Japan",16,"Asia",30,0,328,"Masters","Nanami.Komatsu@oraclemail.com","No","Female",2,99754,"E: 90,000 - 109,999",0,"Business",1,"S",0,1,0,"Unknown",0,"Rent",5,8,1,5,1,oracle.sql.STRUCT@773f1ffe,"JP","guest4704"
3097,"Palen","Rita","MAKKOSH¿¿I K¿¿¿¿","6723",50911,"SZEGED",1162,"",147,"Hungary",14,"Europe",39,6,220,"Masters","Rita.Palen@oraclemail.com","No","Female",2,76469,"D: 70,000 - 89,999",0,"Clerical",1,"S",152000,1,1,"Cat",0,"Own",5,19,3,5,4,oracle.sql.STRUCT@1116b122,"HU","guest2040"
3098,"Ra","Moniqua","33 DUNGANNON ROAD","BT71 4",37399,"COALISLAND",1113,"",129,"United Kingdom",14,"Europe",39,6,104,"Associates","Moniqua.Ra@oraclemail.com","No","Female",3,61265,"C: 50,000 - 69,999",0,"Labor",2,"S",176000,1,1,"Cat",0,"Own",5,15,3,3,2,oracle.sql.STRUCT@3553141d,"GB","guest2253"
3099,"Hara","Misaki","","",62434,"Miyawada",1112,"Tokyo",128,"Japan",16,"Asia",38,19,198,"Bachelors","Misaki.Hara@oraclemail.com","Yes","Female",1,45900,"B: 30,000 - 49,999",0,"Labor",0,"S",140000,1,1,"Other",0,"Own",5,8,8,4,5,oracle.sql.STRUCT@54e73ea9,"JP","guest3697"
3100,"Bembo","Lao-Shih","","",98430,"Sao Salvador",1090,"Rio Gra Do Sul",112,"Brazil",13,"South America",26,4,186,"Bachelors","Lao-Shih.Bembo@oraclemail.com","Yes","Female",1,39646,"B: 30,000 - 49,999",0,"Professional",0,"S",188000,1,1,"Other",0,"Own",5,7,1,4,1,oracle.sql.STRUCT@5b281b24,"BR","guest4503"
3101,"Shao","Wan","","",50815,"Wunong",1117,"Jilin",151,"China",16,"Asia",31,25,192,"LessThanHS","Wan.Shao@oraclemail.com","Yes","Female",1,57040,"C: 50,000 - 69,999",0,"Services",0,"S",0,1,0,"Unknown",0,"Rent",5,2,2,1,2,oracle.sql.STRUCT@7f132ec2,"CN","guest4019"
3102,"Ondruj","Latasha","","",88482,"Saint Catharines",1168,"Ontario",161,"Canada",11,"North America",25,0,23,"Doctorate","Latasha.Ondruj@oraclemail.com","Yes","Female",1,116677,"F: 110,000 - 129,999",0,"Business",0,"S",164000,1,1,"Other",0,"Own",5,5,3,6,3,oracle.sql.STRUCT@524d3ec1,"CA","guest3989"
3103,"Bobrovnyk","Marion","","",15985,"Rani Ka Chak",1165,"Punjab",140,"Pakistan",16,"Asia",33,0,28,"Masters","Marion.Bobrovnyk@oraclemail.com","No","Female",2,29270,"A: Below 30,000",0,"Clerical",1,"S",0,1,0,"Unknown",0,"Rent",5,15,1,5,2,oracle.sql.STRUCT@3f325057,"PK","guest3394"
3104,"Najarian","Rose","","",109172,"Barreales",1159,"Chihuahua",101,"Mexico",11,"North America",38,3,434,"Doctorate","Rose.Najarian@oraclemail.com","Yes","Female",3,72118,"D: 70,000 - 89,999",1,"Professional",2,"S",140000,1,1,"Other",0,"Own",5,15,4,6,5,oracle.sql.STRUCT@24d89dae,"MX","guest2936"
3105,"Cong","Sung-Lee","","",98624,"Xinmintun",1203,"Liaoyang",151,"China",16,"Asia",28,12,117,"LessThanHS","Sung-Lee.Cong@oraclemail.com","Yes","Female",1,57071,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",5,8,1,1,1,oracle.sql.STRUCT@42dbc2c9,"CN","guest2399"
3106,"Borot","Vardan","PLACE DU GUESCLIN","22100",83620,"DINAN",1002,"",160,"France",14,"Europe",50,17,144,"Bachelors","Vardan.Borot@oraclemail.com","Yes","Male",2,103281,"E: 90,000 - 109,999",0,"Professional",0,"M",0,1,0,"Unknown",0,"Rent",6,11,3,5,10,oracle.sql.STRUCT@795b4765,"FR","guest2013"
3107,"Prjevalski","Ma-Huan","","",89089,"Santa Rita de Ouro Preto",1167,"Minas Gerais",112,"Brazil",13,"South America",53,27,299,"Doctorate","Ma-Huan.Prjevalski@oraclemail.com","Yes","Male",7,27122,"A: Below 30,000",2,"Business",1,"M",430000,2,2,"Dog",0,"Own",6,27,12,2,20,oracle.sql.STRUCT@544610f1,"BR","guest1947"
3108,"Cadete","Noele","RUA DE LUXEMBURGO","4820",108629,"FAFE",1161,"",119,"Portugal",14,"Europe",53,2,50,"Associates","Noele.Cadete@oraclemail.com","Yes","Female",1,36316,"B: 30,000 - 49,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",7,1,1,5,17,oracle.sql.STRUCT@3493d23a,"PT","guest2969"
3109,"Teschendorff","Abhramu","","",84328,"San Cayetano",1110,"Distrito Federal",101,"Mexico",11,"North America",52,0,411,"Bachelors","Abhramu.Teschendorff@oraclemail.com","","Female",2,85775,"D: 70,000 - 89,999",0,"Business",0,"M",0,2,0,"Unknown",0,"Rent",7,1,,3,7,oracle.sql.STRUCT@28c293eb,"MX","guest3317"
3110,"Nixon","Tamara","4665 Lampson Ave","90720",10758,"Los Alamitos",1134,"California",102,"United States",11,"North America",44,11,32,"Associates","Tamara.Nixon@oraclemail.com","Yes","Female",3,2093,"A: Below 30,000",2,"Professional",2,"S",0,1,0,"Unknown",0,"Rent",7,10,6,7,17,oracle.sql.STRUCT@b0189f9,"US","guest2432"
3111,"Garreau","Jagruti","","",58931,"El Ajial",1142,"Santiago",104,"Chile",13,"South America",48,5,329,"Doctorate","Jagruti.Garreau@oraclemail.com","Yes","Female",2,66518,"C: 50,000 - 69,999",2,"Labor",1,"S",240000,2,1,"Other",0,"Own",7,5,5,6,20,oracle.sql.STRUCT@6f24d1f0,"CL","guest3082"
3112,"Yamamoto","Miyuu","","",40852,"Tanoura-Tachinoura",1061,"Fukuoka",128,"Japan",16,"Asia",54,1,481,"High School","Miyuu.Yamamoto@oraclemail.com","No","Female",2,52688,"C: 50,000 - 69,999",1,"Business",1,"S",20000,2,1,"Dog",0,"Own",7,30,2,2,16,oracle.sql.STRUCT@458ccc2c,"JP","guest2281"
3113,"Gam","Dae","","",79640,"Omi",1181,"Pusan",109,"South Korea",16,"Asia",50,6,213,"LessThanHS","Dae.Gam@oraclemail.com","Yes","Female",2,23257,"A: Below 30,000",0,"Business",1,"S",100000,2,1,"Unknown",0,"Own",7,19,10,6,18,oracle.sql.STRUCT@796d52bd,"KR","guest2415"
3114,"Vedavyasa","Patty","","",78131,"Rancho Viejo",1126,"Mexico",101,"Mexico",11,"North America",47,8,35,"Associates","Patty.Vedavyasa@oraclemail.com","Yes","Female",4,5108,"A: Below 30,000",2,"Clerical",3,"S",240000,2,2,"Unknown",0,"Own",7,15,3,4,20,oracle.sql.STRUCT@7e244228,"MX","guest3197"
3115,"Kasuny","Ashley","","",57048,"Los Laureles",1110,"Distrito Federal",101,"Mexico",11,"North America",62,2,428,"Associates","Ashley.Kasuny@oraclemail.com","No","Male",3,54024,"C: 50,000 - 69,999",0,"Business",0,"S",150000,1,1,"Unknown",0,"Own",9,16,16,3,5,oracle.sql.STRUCT@3746a74d,"MX","guest1088"
3116,"Amalian","Anay","1 KOSSUTH LAJOS T¿¿","1055",57696,"BUDAPEST 5",1162,"",147,"Hungary",14,"Europe",63,18,42,"Bachelors","Anay.Amalian@oraclemail.com","Yes","Female",1,76365,"D: 70,000 - 89,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,30,12,7,6,oracle.sql.STRUCT@1488e025,"HU","guest3239"
3117,"Turner","Eddy","419 Howard Blvd","07856",69323,"Mount Arlington",1079,"New York",102,"United States",11,"North America",55,14,374,"Doctorate","Eddy.Turner@oraclemail.com","Yes","Male",3,112843,"F: 110,000 - 129,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,12,12,10,7,oracle.sql.STRUCT@7e3a0b3,"US","guest1914"
3118,"Schroeder","Serena","1051 S A St ","93030",101110,"Oxnard",1134,"California",102,"United States",11,"North America",72,-1,20,"Associates","Serena.Schroeder@oraclemail.com","","Female",1,11707,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Dog",0,"Own",10,23,,10,10,oracle.sql.STRUCT@5b0a8765,"US","guest3470"
3119,"Peixoto","Rosanne","","4480",82800,"VILA DO CONDE",1161,"",119,"Portugal",14,"Europe",76,-1,108,"Bachelors","Rosanne.Peixoto@oraclemail.com","","Female",1,87309,"D: 70,000 - 89,999",0,"Professional",0,"S",0,1,0,"Dog",0,"Own",10,2,,6,6,oracle.sql.STRUCT@59743f86,"PT","guest1798"
3120,"Junqueira","Gaston","PRA¿A DO MUNIC¿PIO","5460",36779,"BOTICAS",1161,"",119,"Portugal",14,"Europe",52,14,94,"Masters","Gaston.Junqueira@oraclemail.com","Yes","Male",6,110637,"F: 110,000 - 129,999",0,"Business",0,"M",50000,1,1,"Cat",0,"Own",6,2,2,5,5,oracle.sql.STRUCT@aae7545,"PT","guest1309"
3121,"Bodart","Leal","3 RUE DU CIEL","67000",84390,"STRASBOURG",1002,"",160,"France",14,"Europe",75,-1,50,"Doctorate","Leal.Bodart@oraclemail.com","","Male",1,75159,"D: 70,000 - 89,999",0,"Clerical",0,"S",0,1,0,"Dog",0,"Own",10,14,,10,10,oracle.sql.STRUCT@10d2aa9b,"FR","guest3153"
3122,"Collopy","Chanler","8 AVENUE JULES FERRY","03100",23629,"MONTLU¿ON",1002,"",160,"France",14,"Europe",74,5,171,"Bachelors","Chanler.Collopy@oraclemail.com","No","Male",2,111228,"F: 110,000 - 129,999",0,"Professional",0,"M",0,2,0,"Dog",0,"Own",10,9,5,10,10,oracle.sql.STRUCT@1fec264b,"FR","guest2002"
3123,"Clairmonte","Perry","D64","69470",10828,"THEL",1002,"",160,"France",14,"Europe",33,4,45,"Bachelors","Perry.Clairmonte@oraclemail.com","No","Male",3,54519,"C: 50,000 - 69,999",3,"Skilled",3,"M",270000,2,1,"Other",0,"Own",3,5,5,4,4,oracle.sql.STRUCT@679cb23f,"FR","guest2256"
3124,"De Pougy","Evelyn","56 RUE DE LA R¿PUBLIQUE","42600",88187,"MONTBRISON",1002,"",160,"France",14,"Europe",44,0,258,"LessThanHS","Evelyn.De Pougy@oraclemail.com","","Female",2,50040,"C: 50,000 - 69,999",0,"None",0,"M",0,2,0,"Unknown",0,"Rent",7,20,,5,15,oracle.sql.STRUCT@1ee1e7d4,"FR","guest1885"
3125,"Cleutinx","Eglantine","16 QUAI COLONEL SEROT","88000",36610,"¿PINAL",1002,"",160,"France",14,"Europe",52,19,316,"Masters","Eglantine.Cleutinx@oraclemail.com","Yes","Female",3,54428,"C: 50,000 - 69,999",1,"Business",2,"S",0,1,0,"Unknown",0,"Rent",7,3,3,3,19,oracle.sql.STRUCT@1b6210e1,"FR","guest3159"
3126,"Le Petit","Agrican","D19","83440",83755,"SEILLANS",1002,"",160,"France",14,"Europe",53,15,13,"Masters","Agrican.Le Petit@oraclemail.com","Yes","Male",1,74338,"D: 70,000 - 89,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",6,30,1,9,14,oracle.sql.STRUCT@6542b3b8,"FR","guest2176"
3127,"Lavergne","Nanci","20 RUE DES MOULINS","67000",103504,"STRASBOURG",1002,"",160,"France",14,"Europe",19,13,0,"High School","Nanci.Lavergne@oraclemail.com","Yes","Female",3,34214,"B: 30,000 - 49,999",1,"Business",0,"S",0,1,0,"Other",0,"",1,5,1,3,19,oracle.sql.STRUCT@67cde865,"FR","guest1888"
3128,"Moreau","Deverel","4 RUE MONTORGE","38000",92722,"GRENOBLE",1002,"",160,"France",14,"Europe",53,18,44,"Doctorate","Deverel.Moreau@oraclemail.com","Yes","Male",1,85693,"D: 70,000 - 89,999",0,"Clerical",0,"S",0,1,0,"Unknown",0,"Rent",6,20,7,3,3,oracle.sql.STRUCT@76037c0f,"FR","guest2556"
3129,"Var¿ Se","Theron","","06190",64600,"ROQUEBRUNE-CAP-MARTIN",1002,"",160,"France",14,"Europe",70,-1,179,"Doctorate","Theron.Var¿ Se@oraclemail.com","","Male",1,101052,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Cat",0,"Own",10,5,,7,7,oracle.sql.STRUCT@7ded8f36,"FR","guest2257"
3130,"Saurine","Geraldene","11 COURS DE VERDUN","01000",11044,"BOURG-EN-BRESSE",1002,"",160,"France",14,"Europe",73,-1,194,"Doctorate","Geraldene.Saurine@oraclemail.com","","Female",1,98370,"E: 90,000 - 109,999",0,"Sales",0,"S",0,1,0,"Cat",0,"Own",10,16,,15,5,oracle.sql.STRUCT@dc22c40,"FR","guest4173"
3131,"Benazi","Fortune","12 RUE DE LA HEY","67170",81198,"MITTELHAUSEN",1002,"",160,"France",14,"Europe",76,-1,196,"Masters","Fortune.Benazi@oraclemail.com","","Male",1,96826,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Own",10,6,,13,3,oracle.sql.STRUCT@544735d,"FR","guest4659"
3132,"Cot¿","Leveret","22 RUE DES FR¿RES MOREL","54800",36733,"LABRY",1002,"",160,"France",14,"Europe",17,-1,0,"LessThanHS","Leveret.Cot¿@oraclemail.com","","Male",6,34163,"B: 30,000 - 49,999",0,"Scientific",0,"S",0,0,0,"Cat",0,"",1,2,,2,17,oracle.sql.STRUCT@68ca84fe,"FR","guest1019"
3133,"Durufl","Adrienne","","27500",23875,"PONT-AUDEMER",1002,"",160,"France",14,"Europe",34,16,48,"Bachelors","Adrienne.Durufl@oraclemail.com","Yes","Female",1,84054,"D: 70,000 - 89,999",0,"Skilled",0,"S",0,1,0,"Unknown",0,"Rent",5,13,3,1,3,oracle.sql.STRUCT@794f32ee,"FR","guest3024"
