ORDER_LINE_ID,ORDER_ID,ORDER_PRIORITY,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_SEGMENT,CITY,PRODUCT_CATEGORY,PRODUCT_SUB_CATEGORY,PRODUCT_CONTAINER,PRODUCT_NAME,PROFIT,PROFIT_RATIO,QUANTITY_ORDERED,SALES,DISCOUNT,GROSS_UNIT_PRICE,SHIPPING_COST,SHIP_MODE,SHIP_DATE,ORDER_DATE,STATE,POSTAL_CODE,COUNTRY,LATITUDE,LONGITUDE,CONTINENT,REGION,SALES_REP
8836,89807,Medium,3194,Angela Rose,Consumer,Raleigh,Furniture,Office Furnishings,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",65,70.65217391,4,92,4,25,16,Delivery Truck,6/20/2017,6/17/2017,West Virginia,US10975,United States,35.81878135,-78.64469344,America,North America,Michael Petras
3888,86404,High,1462,Billie Hensley,Home Office,Rio de Janeiro,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",79,65.83333333,13,120,1,9,1,Regular Air,6/19/2017,6/17/2017,Rio de Janeiro,BR121660,Brazil,-22.92502317,-43.22502079,America,South America,
6280,90560,Low,2309,Brent Coates,Small Business,Hong Kong,Office Supplies,Rubber Bands,Wrap Bag,Binder Clips by OIC,14,60.86956522,15,23,1,2,1,Express Air,6/22/2017,6/17/2017,Yau Tsim Mong,HK101477,Hong Kong S.A.R.,22.3049809,114.1850093,Asia,Southern Asia,
6279,90560,Low,2309,Brent Coates,Small Business,Hong Kong,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,14,6.060606061,12,231,16,21,4,Regular Air,6/23/2017,6/17/2017,Yau Tsim Mong,HK101477,Hong Kong S.A.R.,22.3049809,114.1850093,Asia,Southern Asia,
6475,57376,Critical,2382,Geoffrey Saunders,Small Business,New York City,Furniture,Office Furnishings,Small Pack,Ultra Door Pull Handle,-163,-21.61803714,73,754,49,11,8,Regular Air,6/21/2017,6/18/2017,,,,,,,,
6476,57376,Critical,2382,Geoffrey Saunders,Small Business,New York City,Technology,Telephones and Communication,Small Box,3390,-216,-33.33333333,10,648,42,70,5,Regular Air,6/19/2017,6/18/2017,,,,,,,,
3646,89410,High,1383,Christina Hanna,Consumer,Rio de Janeiro,Office Supplies,Paper,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",-45,-63.38028169,11,71,2,7,6,Regular Air,6/21/2017,6/18/2017,Rio de Janeiro,BR121660,Brazil,-22.92502317,-43.22502079,America,South America,
5847,86006,Medium,2139,Jon Kendall,Corporate,Merida,Office Supplies,Paper,Small Box,Xerox 1904,-59,-67.04545455,14,88,6,7,6,Regular Air,6/21/2017,6/18/2017,Yucatán,ME11690,Mexico,20.96663881,-89.61663355,America,Central America,
6468,86658,Critical,2381,Alice Brady,Small Business,El Paso,Furniture,Office Furnishings,Small Pack,Ultra Door Pull Handle,-130,-69.89247312,18,186,11,11,8,Regular Air,6/21/2017,6/18/2017,Colorado,US10909,United States,31.77998395,-106.5099952,America,North America,David Buchwald
6469,86658,Critical,2381,Alice Brady,Small Business,Burlington,Technology,Telephones and Communication,Small Box,3390,-173,-133.0769231,2,130,7,70,5,Regular Air,6/19/2017,6/18/2017,Vermont,US05401,United States,40.80793418,-91.11276961,America,North America,Anand Prashad
4151,87499,Medium,1554,Joan Floyd,Consumer,Madrid,Office Supplies,Labels,Small Box,Avery 501,14,73.68421053,5,19,0,4,1,Regular Air,6/22/2017,6/19/2017,Provincia de Madrid,ES101426,Spain,40.40002626,-3.683351686,Europe,Southern Europe,
6353,88991,Medium,2342,Danny Francis Bell,Corporate,Paris,Technology,Telephones and Communication,Small Box,i470,1322,55.29067336,11,2391,77,217,5,Regular Air,6/22/2017,6/19/2017,Île-de-France,FR101423,France,48.86669293,2.333335326,Europe,Western Europe,
4118,88495,High,1547,Jean Bryan,Corporate,Hamburg,Technology,Telephones and Communication,Small Box,8860,95,22.72727273,6,418,10,70,5,Express Air,6/22/2017,6/19/2017,Hamburg,DE101695,Germany,53.55002464,9.999999144,Europe,Western Europe,
8895,89134,Not Specified,3218,Ricky Y Newman,Home Office,Santa Fe,Office Supplies,Envelopes,Small Box,Tyvek Side-Opening Peel & Seel Expanding Envelopes,-4,-0.705467372,6,567,20,95,20,Regular Air,6/21/2017,6/19/2017,New Mexico,US10874,United States,35.68692893,-105.9372394,America,North America,Janice Joplin
4104,88495,High,1544,Joanna Beatty,Corporate,Rio de Janeiro,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Drawing Pencil Set,-1,-2.380952381,16,42,2,3,1,Regular Air,6/22/2017,6/19/2017,Rio de Janeiro,BR121660,Brazil,-22.92502317,-43.22502079,America,South America,
4888,89254,Medium,1808,Joyce Knox,Home Office,Varanasi,Technology,Computer Peripherals,Small Box,Logitech Cordless Access Keyboard,164,49.54682779,11,331,15,32,6,Express Air,6/22/2017,6/20/2017,Uttar Pradesh,IN101448,India,25.32999005,83.00003943,Asia,Southern Asia,
5739,32806,High,2107,Leigh Burnette Hurley,Home Office,Chicago,Office Supplies,Labels,Small Box,Avery 487,75,27.07581227,79,277,22,4,1,Express Air,6/22/2017,6/20/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
5740,32806,High,2107,Leigh Burnette Hurley,Home Office,Chicago,Office Supplies,Paper,Small Box,Xerox 1977,-44,-11.79624665,54,373,16,7,5,Regular Air,6/23/2017,6/20/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
5764,87869,High,2111,Bob Harrington,Home Office,Bogota,Office Supplies,Labels,Small Box,Avery 487,-22,-31.42857143,20,70,4,4,1,Express Air,6/22/2017,6/20/2017,,,Colombia,4.5981,74.0758,America,South America,
4847,87856,Critical,1793,Derek Jernigan,Home Office,Ahmedabad,Furniture,Office Furnishings,Small Pack,"DAX Metal Frame, Desktop, Stepped-Edge",-22,-34.92063492,3,63,3,21,9,Regular Air,6/22/2017,6/20/2017,Dadra and Nagar Haveli,IN101449,India,23.03005292,72.58000362,Asia,Southern Asia,
5765,87869,High,2111,Bob Harrington,Home Office,Bogota,Office Supplies,Paper,Small Box,Xerox 1977,-230,-237.1134021,14,97,2,7,5,Regular Air,6/23/2017,6/20/2017,,,Colombia,4.5981,74.0758,America,South America,
8000,87400,High,2910,Tina Jiang,Home Office,Marseille,Furniture,Chairs & Chairmats,Large Box,Hon Pagoda™ Stacking Chairs,2096,63.78575776,10,3286,125,339,24,Regular Air,6/23/2017,6/21/2017,Provence-Alpes-Côte-d'Azur,FR121423,France,43.28997906,5.37501013,Europe,Western Europe,
6524,88455,Medium,2400,Anita Boyle,Consumer,Dallas,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel Drawer Files,1909,49.28995611,19,3873,111,204,20,Regular Air,6/22/2017,6/21/2017,Alabama,US10865,United States,32.82002382,-96.84001693,America,North America,Kevin Jernagan
639,89143,Medium,248,Anthony Han,Corporate,Edinburgh,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",62,31.31313131,9,198,9,23,9,Express Air,6/25/2017,6/21/2017,England,GB101432,United Kingdom,55.94832786,-3.219090618,Europe,Northern Europe,
7052,90331,Critical,2572,Shirley Meadows,Consumer,Columbus,Technology,Telephones and Communication,Small Box,CF 688,445,31.29395218,9,1422,72,165,9,Express Air,6/24/2017,6/21/2017,North Carolina,US10884,United States,32.47043276,-84.98001734,America,North America,Belinda Stonarch
5380,46565,Not Specified,1999B,Elodie Kane,Home Office,Ahmednagar,Office Supplies,Appliances,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1156,14.7505423,26,7837,442,317,24,Express Air,6/22/2017,6/21/2017,Maharashtra,IN11439,India,19.11042137,74.75000037,Asia,Southern Asia,
6535,59812,Medium,92403,Guy Artigues,Consumer,Chicago,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel Drawer Files,1591,10.26915381,76,15493,524,204,20,Regular Air,6/22/2017,6/21/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
7045,11425,Critical,2571,Rosemary O'Brien,Consumer,New York City,Technology,Telephones and Communication,Small Box,CF 688,370,6.160506161,38,6006,297,165,9,Express Air,6/24/2017,6/21/2017,,,,,,,,
5381,46565,Not Specified,1999,Priscilla Kane,Home Office,Davangere,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",-24,-1.724137931,83,1392,110,19,9,Regular Air,6/23/2017,6/21/2017,Karnataka,IN101447,India,14.47000694,75.92000647,Asia,Southern Asia,
7044,11425,Critical,2571,Rosemary O'Brien,Consumer,New York City,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",-16,-2.075226978,48,771,59,18,6,Regular Air,6/23/2017,6/21/2017,,,,,,,,
859,91526,Critical,324,Lester Stuart,Corporate,Bristol,Technology,Telephones and Communication,Small Box,CF 888,-42,-4.1015625,5,1024,38,207,4,Express Air,6/22/2017,6/21/2017,England,GB101490,United Kingdom,51.44999778,-2.583315472,Europe,Northern Europe,
5394,90572,Not Specified,2001,Herman Leach,Home Office,Vijayawada,Office Supplies,Appliances,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,-126,-5.971563981,7,2110,113,317,24,Express Air,6/22/2017,6/21/2017,Andhra Pradesh,IN11434,India,16.51995933,80.63000321,Asia,Southern Asia,
8006,87400,High,2911,Tom Conway,Home Office,Marseille,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,-8,-6.299212598,6,127,6,23,6,Regular Air,6/25/2017,6/21/2017,Provence-Alpes-Côte-d'Azur,FR121423,France,43.28997906,5.37501013,Europe,Western Europe,
7339,91374,Medium,2675,Danny Cain,Small Business,Osaka,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",-11,-6.707317073,6,164,11,30,9,Express Air,6/24/2017,6/21/2017,Osaka-fu,JP101669,Japan,34.75003522,135.4601448,Asia,Eastern Asia,
7051,90331,Critical,2572,Shirley Meadows,Consumer,Glendale,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",-13,-6.735751295,12,193,15,18,6,Regular Air,6/23/2017,6/21/2017,Arizona,US85302,United States,33.58194114,-112.1958238,America,North America,Kevin Jernagan
5382,46565,Not Specified,1999,Priscilla Kane,Home Office,Vijayawada,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,-247,-28.13211845,13,878,34,68,35,Regular Air,6/24/2017,6/21/2017,Andhra Pradesh,IN11434,India,16.51995933,80.63000321,Asia,Southern Asia,
6536,59812,Medium,2403,Kara Gregory,Consumer,Chicago,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,-18,-47.36842105,3,38,2,13,5,Regular Air,6/23/2017,6/21/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
5395,90572,Not Specified,2001,Herman Leach,Home Office,Vijayawada,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",-221,-62.78409091,21,352,27,19,9,Regular Air,6/23/2017,6/21/2017,Andhra Pradesh,IN11434,India,16.51995933,80.63000321,Asia,Southern Asia,
8054,90226,Critical,2927,Christina Thompson,Consumer,Naples,Office Supplies,Binders and Binder Accessories,Small Box,GBC Poly Designer Binding Covers,-236,-103.9647577,13,227,6,18,5,Regular Air,6/23/2017,6/21/2017,Provincia di Napoli,IT101687,Italy,40.84002525,14.24501135,Europe,Southern Europe,
6530,88455,Medium,2401,Tommy Morse Brown,Consumer,New York,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,-14,-107.6923077,1,13,0,13,5,Regular Air,6/23/2017,6/21/2017,New York,US10875,United States,40.74997906,-73.98001693,America,North America,Anand Prashad
8005,87400,High,2911,Tom Conway,Home Office,Marseille,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",-138,-127.7777778,1,108,5,117,14,Regular Air,6/23/2017,6/21/2017,Provence-Alpes-Côte-d'Azur,FR121423,France,43.28997906,5.37501013,Europe,Western Europe,
5396,90572,Not Specified,2001,Herman Leach,Home Office,Davangere,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,-454,-223.6453202,3,203,7,68,35,Regular Air,6/24/2017,6/21/2017,Karnataka,IN101447,India,14.47000694,75.92000647,Asia,Southern Asia,
7661,87562,Critical,2794,Connie Bunn,Consumer,New York,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",309,64.375,12,480,19,42,2,Regular Air,6/25/2017,6/22/2017,New York,US10875,United States,40.74997906,-73.98001693,America,North America,Anand Prashad
5045,86854,Critical,1864,Jeff Bennett,Home Office,Victoria,Technology,Computer Peripherals,Small Box,Logitech Cordless Navigator Duo,402,58.09248555,9,692,40,85,7,Regular Air,6/25/2017,6/22/2017,British Columbia,CA116602,Canada,48.43328269,-123.3500009,America,North America,Jane Doe
5579,88043,Not Specified,2058,Louise Webster Sharma,Corporate,Toronto,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,75,25,4,300,13,78,15,Regular Air,6/24/2017,6/22/2017,Ontario,CA101660,Canada,43.69997988,-79.42002079,America,North America,
2007,90441,Critical,753,Elisabeth Massey,Corporate,Adelaide,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,4,2.45398773,10,163,6,17,5,Regular Air,6/25/2017,6/22/2017,South Australia,AU101679,Australia,-34.93498777,138.6000048,Oceania,Australia and New Zealand,
5047,86854,Critical,1866,Edward Byers,Home Office,Vancouver,Office Supplies,Paper,Small Box,Xerox 231,-33,-47.14285714,11,70,2,7,5,Regular Air,6/25/2017,6/22/2017,British Columbia,CA116601,Canada,49.27341658,-123.1216442,America,North America,Jane Doe
6913,91020,Not Specified,2539,Max Hubbard,Home Office,Lyon,Technology,Copiers and Fax,Large Box,Canon PC940 Copier,6,0.105281628,12,5699,175,475,24,Regular Air,6/26/2017,6/23/2017,Auvergne-Rhône-Alpes,FR121423,France,45.77000856,4.830030475,Europe,Western Europe,
9078,90755,Not Specified,3282,Josephine Foley,Consumer,Raleigh,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,-9,-1.311953353,19,686,14,36,9,Regular Air,6/25/2017,6/23/2017,West Virginia,US10975,United States,35.81878135,-78.64469344,America,North America,Michael Petras
9077,90755,Not Specified,3282,Josephine Foley,Consumer,Bordeaux,Office Supplies,Paper,Small Box,Xerox Blank Computer Paper,-201,-56.94050992,18,353,17,21,6,Regular Air,6/26/2017,6/23/2017,Aquitaine,,France,44.84044,-0.5805,Europe,Western Europe,
6912,91020,Not Specified,2539,Max Hubbard,Home Office,Paris,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",-39,-79.59183673,2,49,4,27,14,Delivery Truck,6/25/2017,6/23/2017,Île-de-France,FR101423,France,48.86669293,2.333335326,Europe,Western Europe,
2389,86361,Low,913,Warren Carver,Corporate,Voronezh,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,579,47.14983713,19,1228,85,71,20,Regular Air,6/30/2017,6/24/2017,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
728,31939,High,272,Eleanor Swain,Small Business,Belfast,Technology,Telephones and Communication,Small Box,7160,-96,-3.303509979,21,2906,190,149,4,Regular Air,6/27/2017,6/24/2017,England,GB101409,United Kingdom,54.60001223,-5.960034425,Europe,Northern Europe,
707,88948,High,269,Calvin Boyette,Small Business,Bristol,Technology,Telephones and Communication,Small Box,7160,-58,-8.38150289,5,692,40,149,4,Regular Air,6/27/2017,6/24/2017,England,GB101490,United Kingdom,51.44999778,-2.583315472,Europe,Northern Europe,
2391,86361,Low,913,Warren Carver,Corporate,Voronezh,Technology,Computer Peripherals,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",-50,-22.72727273,8,220,7,28,6,Regular Air,7/2/2017,6/24/2017,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
2390,86361,Low,913,Warren Carver,Corporate,Yaroslavl,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,-8,-50,8,16,1,2,1,Regular Air,6/30/2017,6/24/2017,Yaroslavskaya Oblast',RU101488,Russia,57.61998293,39.87001054,Europe,Eastern Europe,
7603,87170,Not Specified,2778,Alison Jones,Consumer,San Francisco,Technology,Telephones and Communication,Small Pack,Accessory6,300,74.81296758,7,401,16,59,5,Regular Air,6/27/2017,6/25/2017,California,94010,United States,37.74000775,-122.4599777,America,North America,Janice Joplin
2950,87018,Low,1123,Peggy Lanier,Small Business,Bangkok,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,-163,-41.58163265,4,392,25,106,42,Delivery Truck,6/28/2017,6/25/2017,,,Thailand,13.7563,100.5018,Asia,South-Eastern Asia,
71,87658,Medium,26,Marguerite Kane,Corporate,Glasgow,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,407,63.59375,11,640,32,63,4,Regular Air,6/29/2017,6/26/2017,England,GB101496,United Kingdom,55.87440472,-4.250707236,Europe,Northern Europe,
4152,87500,Not Specified,1554,Joan Floyd,Consumer,Madrid,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,94,9.143968872,14,1028,51,78,15,Regular Air,6/28/2017,6/26/2017,Provincia de Madrid,ES101426,Spain,40.40002626,-3.683351686,Europe,Southern Europe,
5317,87761,Medium,1979,Marianne Weiner Ennis,Corporate,Tijuana,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,-34,-9.392265193,7,362,8,53,20,Regular Air,6/28/2017,6/26/2017,Baja California,ME101654,Mexico,32.50001752,-117.079996,America,Central America,
9035,89838,Low,3268,Rita Coates Doyle,Corporate,Lincoln,Office Supplies,Rubber Bands,Wrap Bag,Acco Hot Clips™ Clips to Go,24,48.97959184,15,49,1,3,1,Express Air,7/2/2017,6/27/2017,Arkansas,US10841,United States,40.81997479,-96.68000086,America,North America,Kevin Jernagan
4401,89068,Low,1657,Janet Carroll,Small Business,Davangere,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,-9,-3.557312253,6,253,4,42,4,Regular Air,7/3/2017,6/27/2017,Karnataka,IN101447,India,14.47000694,75.92000647,Asia,Southern Asia,
9034,89838,Low,3267,Neal Snow,Corporate,Dallas,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,-50,-8.169934641,4,612,35,170,30,Delivery Truck,7/5/2017,6/27/2017,Alabama,US10865,United States,32.82002382,-96.84001693,America,North America,Kevin Jernagan
1352,90030,Critical,526,April Hu,Home Office,Melbourne,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",-22,-23.65591398,6,93,4,16,6,Regular Air,6/30/2017,6/27/2017,State of Victoria,AU101558,Australia,-37.82003131,144.9750162,Oceania,Australia and New Zealand,
4403,89068,Low,1658,Jim Mathews,Small Business,Ahmednagar,Furniture,Tables,Jumbo Drum,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-998,-50.9964231,20,1957,115,106,60,Delivery Truck,7/3/2017,6/27/2017,Maharashtra,IN11439,India,19.11042137,74.75000037,Asia,Southern Asia,
1351,90030,Critical,526,April Hu,Home Office,Hobart,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,-790,-61.47859922,16,1285,66,85,35,Regular Air,6/29/2017,6/27/2017,State of Tasmania,AU101564,Australia,-42.85000853,147.2950297,Oceania,Australia and New Zealand,
2100,86871,Medium,796,Amanda Conner,Small Business,Voronezh,Office Supplies,Storage & Organization,Small Box,Iceberg Mobile Mega Data/Printer Cart ,1642,63.47120216,21,2587,94,127,20,Regular Air,7/1/2017,6/28/2017,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
742,89296,Critical,278,Marc Hoover,Corporate,Nottingham,Office Supplies,Paper,Wrap Bag,Unpadded Memo Slips,-13,-48.14814815,7,27,1,4,3,Regular Air,6/30/2017,6/28/2017,England,GB101491,United Kingdom,52.97034426,-1.170016725,Europe,Northern Europe,
743,89296,Critical,279,Kevin Melvin,Corporate,Birmingham,Technology,Telephones and Communication,Small Box,Accessory27,-131,-89.11564626,4,147,3,38,5,Express Air,7/1/2017,6/28/2017,England,GB101495,United Kingdom,52.47497398,-1.919996787,Europe,Northern Europe,
7752,89802,Low,2837,Leslie Hawley,Home Office,Riyadh,Office Supplies,Paper,Small Box,Xerox 1952,-57,-101.7857143,11,56,2,5,5,Regular Air,7/1/2017,6/28/2017,Ar Riyad,SA101476,Saudi Arabia,24.64083315,46.77274166,Asia,Western Asia,
434,89964,Critical,164,Robin Kramer Vaughn,Small Business,Cardiff,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,-37,-160.8695652,7,23,1,3,4,Regular Air,6/29/2017,6/28/2017,England,GB101410,United Kingdom,51.49999473,-3.22500757,Europe,Northern Europe,
7380,87685,Medium,2697,Ricky W Clements,Home Office,Berlin,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Alpha White Chalk, 12/Pack",24,70.58823529,16,34,2,2,1,Regular Air,7/1/2017,6/29/2017,Berlin,DE101427,Germany,52.52181866,13.40154862,Europe,Western Europe,
6566,86760,Low,2417,Ken H Frazier,Consumer,Riyadh,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",40,71.42857143,6,56,2,10,4,Regular Air,7/5/2017,6/29/2017,Ar Riyad,SA101476,Saudi Arabia,24.64083315,46.77274166,Asia,Western Asia,
1107,88483,Not Specified,427,Annie McLaughlin,Corporate,Hobart,Technology,Telephones and Communication,Small Box,StarTAC ST7762,652,38.92537313,14,1675,117,133,8,Regular Air,7/1/2017,6/29/2017,State of Tasmania,AU101564,Australia,-42.85000853,147.2950297,Oceania,Australia and New Zealand,
1106,88483,Not Specified,427,Annie McLaughlin,Corporate,Hobart,Office Supplies,Storage & Organization,Large Box,"SAFCO Commercial Wire Shelving, Black",-404,-32.06349206,9,1260,54,146,35,Express Air,7/1/2017,6/29/2017,State of Tasmania,AU101564,Australia,-42.85000853,147.2950297,Oceania,Australia and New Zealand,
7379,87685,Medium,2697,Ricky W Clements,Home Office,Stockholm,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off China Markers,-91,-48.6631016,18,187,5,10,1,Regular Air,7/1/2017,6/29/2017,,,Sweden,59.3294,18.0686,Europe,Northern Europe,
8728,86908,High,3154,Faye Manning,Corporate,Madison,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,-58,-111.5384615,6,52,2,9,6,Express Air,7/1/2017,6/29/2017,Alabama,US10847,United States,43.07301556,-89.40111699,America,North America,Kevin Jernagan
2507,89404,High,961,Benjamin Chan,Home Office,Ryazan,Office Supplies,Paper,Small Box,Xerox 1937,341,67.25838264,10,507,14,51,6,Regular Air,7/3/2017,6/30/2017,Ryazanskaya Oblast',RU101480,Russia,54.61995933,39.71999385,Europe,Eastern Europe,
3255,89379,Critical,1233,Gary Hester,Consumer,Bangkok,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",356,66.41791045,13,536,15,42,2,Regular Air,7/3/2017,6/30/2017,,,Thailand,13.7563,100.5018,Asia,South-Eastern Asia,
2512,58433,High,962,Yvonne Clarke,Home Office,Chicago,Office Supplies,Paper,Small Box,Xerox 1937,706,33.95863396,41,2079,69,51,6,Regular Air,7/3/2017,6/30/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
2508,89404,High,961,Benjamin Chan,Home Office,Moscow,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,523,19.39910979,7,2696,182,423,43,Delivery Truck,7/3/2017,6/30/2017,Moskva,RU101429,Russia,55.75216412,37.61552283,Europe,Eastern Europe,
2513,58433,High,962,Yvonne Clarke,Home Office,Chicago,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,523,5.030297201,27,10397,766,423,43,Delivery Truck,7/3/2017,6/30/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
2511,58433,High,962,Yvonne Clarke,Home Office,Chicago,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,-44,-1.551480959,15,2836,106,191,30,Delivery Truck,7/2/2017,6/30/2017,Illinois,,United States,41.82999066,-87.75005497,America,North America,Chris Walker
2506,89404,High,961,Benjamin Chan,Home Office,Yaroslavl,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,-44,-5.82010582,4,756,24,191,30,Delivery Truck,7/2/2017,6/30/2017,Yaroslavskaya Oblast',RU101488,Russia,57.61998293,39.87001054,Europe,Eastern Europe,
767,90840,Low,290,Sara O'Connor,Small Business,Cardiff,Office Supplies,Paper,Small Box,Xerox 1905,-187,-252.7027027,11,74,3,7,10,Regular Air,7/3/2017,6/30/2017,England,GB101410,United Kingdom,51.49999473,-3.22500757,Europe,Northern Europe,
6939,87920,Not Specified,2546,Jesse Fisher,Small Business,Albany,Office Supplies,Rubber Bands,Wrap Bag,Revere Boxed Rubber Bands by Revere,17,70.83333333,13,24,1,2,1,Regular Air,7/3/2017,7/1/2017,New York,US10878,United States,44.62049217,-123.086942,America,North America,Anand Prashad
6938,87920,Not Specified,2546,Jesse Fisher,Small Business,Boise,Office Supplies,Binders and Binder Accessories,Small Box,Acco 3-Hole Punch,26,72.22222222,8,36,1,5,6,Regular Air,7/3/2017,7/1/2017,Idaho,US10959,United States,43.60859011,-116.2274899,America,North America,David Buchwald
8811,89030,Medium,3187,Sidney Gilliam,Small Business,San Francisco,Office Supplies,Storage & Organization,Small Box,Fellowes Recycled Storage Drawers,-2,-0.611620795,3,327,15,117,9,Regular Air,7/2/2017,7/1/2017,California,94010,United States,37.74000775,-122.4599777,America,North America,Janice Joplin
3908,91118,Not Specified,1468,Neil Hahn,Small Business,Sao Paulo,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,-500,-68.96551724,5,725,51,159,66,Delivery Truck,7/2/2017,7/1/2017,São Paulo,BR131660,Brazil,-23.55867959,-46.62501998,America,South America,
2418,90496,Critical,919,Tracy Livingston,Consumer,Moscow,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,-3545,-166.5883459,1,2128,64,2149,15,Delivery Truck,7/4/2017,7/1/2017,Moskva,RU101429,Russia,55.75216412,37.61552283,Europe,Eastern Europe,
2414,90496,Critical,918,Kerry Jernigan,Consumer,Yaroslavl,Office Supplies,Paper,Small Box,Xerox 1984,-102,-226.6666667,7,45,3,7,9,Regular Air,7/3/2017,7/1/2017,Yaroslavskaya Oblast',RU101488,Russia,57.61998293,39.87001054,Europe,Eastern Europe,
6940,87920,Not Specified,2546,Jesse Fisher,Small Business,Columbia,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme Forged Steel Scissors with Black Enamel Handles,-75,-78.94736842,10,95,2,10,4,Regular Air,7/5/2017,7/1/2017,Arkansas,US10876,United States,35.61499534,-87.03526656,America,North America,Kevin Jernagan
